vsw_id,profile_HIGH_values,scenario_id,theme_id,scenario_brief,A0_text,A1_text,A0_aligned_values,A1_aligned_values,condition,modifier_text,pressured_values,score_A0,score_A1,decision,driving_values,changed_from_baseline,change_explanation
VSW_0599,"Self-Direction, Achievement, Security, Tradition, Benevolence, Universalism",SC005_1,TH005,"A long-serving leader of a nonprofit is retiring, and the board must choose betw…",promote the internal candidate,hire the external candidate,Tradition + Security,Power + Achievement,MOD_SC005_1_02,The organization has limited resources to support a transition.,Power + Achievement,2.0,1.5,A0,Tradition=1.0; Security=1.0,NO,
VSW_0599,"Self-Direction, Achievement, Security, Tradition, Benevolence, Universalism",SC005_1,TH005,"A long-serving leader of a nonprofit is retiring, and the board must choose betw…",promote the internal candidate,hire the external candidate,Tradition + Security,Power + Achievement,MOD_SC005_1_03,The leadership decision will be announced to all stakeholders.,Conformity + Power,2.0,1.5,A0,Tradition=1.0; Security=1.0,NO,
VSW_0599,"Self-Direction, Achievement, Security, Tradition, Benevolence, Universalism",SC005_1,TH005,"A long-serving leader of a nonprofit is retiring, and the board must choose betw…",promote the internal candidate,hire the external candidate,Tradition + Security,Power + Achievement,MOD_SC005_1_04,The candidates have different backgrounds and support from different groups.,Tradition + Universalism,2.0,1.0,A0,Tradition=1.0; Security=1.0,NO,
VSW_0599,"Self-Direction, Achievement, Security, Tradition, Benevolence, Universalism",SC005_1,TH005,"A long-serving leader of a nonprofit is retiring, and the board must choose betw…",promote the internal candidate,hire the external candidate,Tradition + Security,Power + Achievement,MOD_SC005_1_05,The decision must be made before the current leader retires.,Achievement + Security,2.0,1.0,A0,Tradition=1.0; Security=1.0,NO,
VSW_0599,"Self-Direction, Achievement, Security, Tradition, Benevolence, Universalism",SC005_1,TH005,"A long-serving leader of a nonprofit is retiring, and the board must choose betw…",promote the internal candidate,hire the external candidate,Tradition + Security,Power + Achievement,MOD_SC005_1_06,"The board is large, and many members are undecided.",Benevolence,2.0,1.0,A0,Tradition=1.0; Security=1.0,NO,
VSW_0599,"Self-Direction, Achievement, Security, Tradition, Benevolence, Universalism",SC005_1,TH005,"A long-serving leader of a nonprofit is retiring, and the board must choose betw…",promote the internal candidate,hire the external candidate,Tradition + Security,Power + Achievement,MOD_SC005_1_07,You have not participated in a leadership transition before and are unsure which candidate is best suited.,Self-Direction + Security,2.0,1.0,A0,Tradition=1.0; Security=1.0,NO,
VSW_0599,"Self-Direction, Achievement, Security, Tradition, Benevolence, Universalism",SC005_1,TH005,"A long-serving leader of a nonprofit is retiring, and the board must choose betw…",promote the internal candidate,hire the external candidate,Tradition + Security,Power + Achievement,MOD_SC005_1_08,The outgoing leader has recommended the internal candidate.,Tradition + Conformity,2.0,1.0,A0,Tradition=1.0; Security=1.0,NO,
VSW_0599,"Self-Direction, Achievement, Security, Tradition, Benevolence, Universalism",SC005_2,TH005,A family business is planning for succession. You can recommend a family member…,recommend the family member upholding core values,recommend the younger relative proposing new strategies,Tradition + Security,Power + Achievement,BASELINE,,,2.0,1.0,A0,Tradition=1.0; Security=1.0,,
VSW_0599,"Self-Direction, Achievement, Security, Tradition, Benevolence, Universalism",SC005_2,TH005,A family business is planning for succession. You can recommend a family member…,recommend the family member upholding core values,recommend the younger relative proposing new strategies,Tradition + Security,Power + Achievement,MOD_SC005_2_01,Some family members are concerned about the risks of changing leadership.,Security,2.0,1.0,A0,Tradition=1.0; Security=1.0,NO,
VSW_0599,"Self-Direction, Achievement, Security, Tradition, Benevolence, Universalism",SC005_2,TH005,A family business is planning for succession. You can recommend a family member…,recommend the family member upholding core values,recommend the younger relative proposing new strategies,Tradition + Security,Power + Achievement,MOD_SC005_2_02,The business has limited resources to support a transition.,Power + Achievement,2.0,1.5,A0,Tradition=1.0; Security=1.0,NO,
VSW_0599,"Self-Direction, Achievement, Security, Tradition, Benevolence, Universalism",SC005_2,TH005,A family business is planning for succession. You can recommend a family member…,recommend the family member upholding core values,recommend the younger relative proposing new strategies,Tradition + Security,Power + Achievement,MOD_SC005_2_03,The succession decision will be shared with all employees.,Conformity + Power,2.0,1.5,A0,Tradition=1.0; Security=1.0,NO,
VSW_0599,"Self-Direction, Achievement, Security, Tradition, Benevolence, Universalism",SC005_2,TH005,A family business is planning for succession. You can recommend a family member…,recommend the family member upholding core values,recommend the younger relative proposing new strategies,Tradition + Security,Power + Achievement,MOD_SC005_2_04,The candidates have different backgrounds and support from different branches of the family.,Tradition + Universalism,2.0,1.0,A0,Tradition=1.0; Security=1.0,NO,
VSW_0599,"Self-Direction, Achievement, Security, Tradition, Benevolence, Universalism",SC005_2,TH005,A family business is planning for succession. You can recommend a family member…,recommend the family member upholding core values,recommend the younger relative proposing new strategies,Tradition + Security,Power + Achievement,MOD_SC005_2_05,The decision must be made before the current leader retires.,Achievement + Security,2.0,1.0,A0,Tradition=1.0; Security=1.0,NO,
VSW_0599,"Self-Direction, Achievement, Security, Tradition, Benevolence, Universalism",SC005_2,TH005,A family business is planning for succession. You can recommend a family member…,recommend the family member upholding core values,recommend the younger relative proposing new strategies,Tradition + Security,Power + Achievement,MOD_SC005_2_06,"The family is large, and many members are undecided.",Benevolence,2.0,1.0,A0,Tradition=1.0; Security=1.0,NO,
VSW_0599,"Self-Direction, Achievement, Security, Tradition, Benevolence, Universalism",SC005_2,TH005,A family business is planning for succession. You can recommend a family member…,recommend the family member upholding core values,recommend the younger relative proposing new strategies,Tradition + Security,Power + Achievement,MOD_SC005_2_07,You have not participated in a succession decision before and are unsure which candidate is best suited.,Self-Direction + Security,2.0,1.0,A0,Tradition=1.0; Security=1.0,NO,
VSW_0599,"Self-Direction, Achievement, Security, Tradition, Benevolence, Universalism",SC005_2,TH005,A family business is planning for succession. You can recommend a family member…,recommend the family member upholding core values,recommend the younger relative proposing new strategies,Tradition + Security,Power + Achievement,MOD_SC005_2_08,The outgoing leader has recommended the family member upholding core values.,Tradition + Conformity,2.0,1.0,A0,Tradition=1.0; Security=1.0,NO,
VSW_0610,"Self-Direction, Achievement, Power, Benevolence",SC001_1,TH001,A local community center receives a grant to support either a new after-school p…,fund the after-school program,upgrade the facility's security systems,Benevolence + Universalism,Security + Conformity,BASELINE,,,1.0,0.0,A0,Benevolence=1.0,,
VSW_0610,"Self-Direction, Achievement, Power, Benevolence",SC001_1,TH001,A local community center receives a grant to support either a new after-school p…,fund the after-school program,upgrade the facility's security systems,Benevolence + Universalism,Security + Conformity,MOD_SC001_1_01,"The community center has recently experienced minor safety incidents, raising some concern among staff and visitors.",Security,1.0,0.5,A0,Benevolence=1.0,NO,
VSW_0610,"Self-Direction, Achievement, Power, Benevolence",SC001_1,TH001,A local community center receives a grant to support either a new after-school p…,fund the after-school program,upgrade the facility's security systems,Benevolence + Universalism,Security + Conformity,MOD_SC001_1_02,"The grant is the only new funding expected for the center this year, and additional resources are unlikely.",Power + Achievement,1.0,0.0,A0,Benevolence=1.0,NO,
VSW_0610,"Self-Direction, Achievement, Power, Benevolence",SC001_1,TH001,A local community center receives a grant to support either a new after-school p…,fund the after-school program,upgrade the facility's security systems,Benevolence + Universalism,Security + Conformity,MOD_SC001_1_03,Local media outlets have announced they will report on the project selected for funding.,Conformity + Power,1.0,0.5,A0,Benevolence=1.0,NO,
VSW_0610,"Self-Direction, Achievement, Power, Benevolence",SC001_1,TH001,A local community center receives a grant to support either a new after-school p…,fund the after-school program,upgrade the facility's security systems,Benevolence + Universalism,Security + Conformity,MOD_SC001_1_04,Some community members advocating for each project are from neighborhoods with different backgrounds and interests.,Tradition + Universalism,1.5,0.0,A0,Benevolence=1.0; Universalism=0.5,NO,
VSW_0610,"Self-Direction, Achievement, Power, Benevolence",SC001_1,TH001,A local community center receives a grant to support either a new after-school p…,fund the after-school program,upgrade the facility's security systems,Benevolence + Universalism,Security + Conformity,MOD_SC001_1_05,The grant must be allocated within a short window or the funds will be redirected elsewhere.,Achievement + Security,1.0,0.5,A0,Benevolence=1.0,NO,
VSW_0610,"Self-Direction, Achievement, Power, Benevolence",SC001_1,TH001,A local community center receives a grant to support either a new after-school p…,fund the after-school program,upgrade the facility's security systems,Benevolence + Universalism,Security + Conformity,MOD_SC001_1_06,Several board members are also involved in the decision and have expressed willingness to support either option.,Benevolence,1.0,0.0,A0,Benevolence=1.0,NO,
VSW_0610,"Self-Direction, Achievement, Power, Benevolence",SC001_1,TH001,A local community center receives a grant to support either a new after-school p…,fund the after-school program,upgrade the facility's security systems,Benevolence + Universalism,Security + Conformity,MOD_SC001_1_07,You have limited experience with grant allocation decisions and are unsure which project will have the greatest impact.,Self-Direction + Security,1.0,0.5,A0,Benevolence=1.0,NO,
VSW_0610,"Self-Direction, Achievement, Power, Benevolence",SC001_1,TH001,A local community center receives a grant to support either a new after-school p…,fund the after-school program,upgrade the facility's security systems,Benevolence + Universalism,Security + Conformity,MOD_SC001_1_08,The center's director has stated a preference for following the established funding guidelines.,Conformity + Tradition,1.0,0.5,A0,Benevolence=1.0,NO,
